"","norm_avg","c1_avg","c2_avg","c3_avg","pval_norm_vs_c1","pval_norm_vs_c2","pval_norm_vs_c3","padj_norm_vs_c1","padj_norm_vs_c2","padj_norm_vs_c3"
"cg01782798",-0.434962322999851,1.15430807186606,1.89129387076866,0.455817333632355,5.79564174429947e-11,1.18349774425042e-13,1.07182041020337e-11,2.48384646184263e-10,3.55049323275125e-13,1.60773061530506e-10
"cg03082060",0.666038021616635,0.881837849702976,1.70845531286236,0.769874684534726,0.00162675270817936,1.18349774425042e-13,5.19105421492583e-06,0.0020334408852242,3.55049323275125e-13,1.55731626447775e-05
"cg03673737",-2.56962210884704,-0.644186887374715,-2.26503871032595,-2.18987916385849,1.26707111580693e-07,0.0714956927578183,0.0156544382417534,3.16767778951732e-07,0.085794831309382,0.0187853258901041
"cg04131583",-3.59182183908403,-1.8151925535539,-3.55950144086393,-3.4601310095021,4.33599472215995e-07,0.590809289422608,0.273376930076003,1.0006141666523e-06,0.633009952952794,0.273376930076003
"cg04291383",2.59582498309769,1.37315215598174,2.48259585168391,2.15717030880437,5.92857866132945e-08,0.76946603564992,0.000742887016683458,1.77857359839884e-07,0.76946603564992,0.00111433052502519
"cg08321111",0.105517421867216,1.18069106233372,1.72045855639485,0.568298629282606,1.26707111580693e-07,1.18349774425042e-13,7.41541914461852e-06,3.16767778951732e-07,3.55049323275125e-13,2.02238703944141e-05
"cg08323277",-0.386435738421281,0.123830155170636,-1.08716700620962,-0.619856990008101,0.00064561198843982,1.18349774425042e-13,1.54991806977645e-06,0.000842102593617157,3.55049323275125e-13,6.64250601332762e-06
"cg09528501",0.576363286392315,0.634386706078739,1.66240536512047,0.712372482672251,0.00450480941403064,1.18349774425042e-13,3.83895196220951e-06,0.0051978570161892,3.55049323275125e-13,1.27965065406984e-05
"cg10334354",-2.07239718938311,-0.888516981067326,-2.19468131247006,-1.88519536678437,6.0839491001774e-06,0.0780690331102317,0.0239189436811507,1.14074045628326e-05,0.0900796535887289,0.0271223388640829
"cg10343787",-0.913272041080816,-1.22576217647627,-1.29802806947364,-1.51756680616379,0.00064561198843982,3.2455138576637e-10,1.79825709878401e-10,0.000842102593617157,6.95467255213649e-10,1.348692824088e-09
"cg10595181",2.06859082798298,2.00153064586152,2.01465238227005,1.75243100967476,0.371597144947373,0.0401450922444722,0.013361011331246,0.384410839600731,0.0501813653055902,0.0167012641640575
"cg11337388",0.0666636811517242,0.823341189207446,0.991718959574486,0.466463855224452,0,1.18349774425042e-13,1.79825709878401e-10,0,3.55049323275125e-13,1.348692824088e-09
"cg11382589",0.624733302173647,0.44758508317999,1.08693623495971,0.616212008055094,0.00011696589868615,5.84230671507591e-07,0.0048386183551371,0.0001846829979255,1.03099530266045e-06,0.00659811593882332
"cg11731892",-2.89736158242761,-2.87639526883428,-2.94291162446299,-2.95815246198323,0.763631583352088,0.142443279879861,0.0244101049776746,0.763631583352088,0.158270310977624,0.0271223388640829
"cg12839556",2.05502264910628,1.33844097637232,2.07135065692327,1.71143494103527,2.21555256426642e-05,0.758527612409635,8.77419501946752e-05,3.9097986428231e-05,0.76946603564992,0.000202481423526174
"cg14029856",1.12481538975046,-0.0183156167117113,1.42884981500226,0.879622422391837,1.54417797437745e-08,2.0750566132044e-07,0.000373587175696466,5.14725991459149e-08,3.89073114975824e-07,0.000589874487941788
"cg16002441",-1.39326566248664,-0.895165630195332,-1.39341088886697,-1.56388371422379,4.29180166161558e-06,0.0125268487106204,0.0273153171245799,8.58360332323116e-06,0.0163393678834179,0.029266411204907
"cg16557698",1.85291664223658,1.06594842637188,2.45161630024395,2.05992798786554,8.73913157728445e-07,1.18349774425042e-13,3.66779148164298e-07,1.87267105227524e-06,3.55049323275125e-13,2.20067488898579e-06
"cg17511472",-0.531758325786061,0.137389882592348,-1.15551979337873,-0.560659812061241,6.79749971950194e-05,1.39666056497845e-13,0.0550019172631623,0.000113291661991699,3.80907426812304e-13,0.0568985350998231
"cg17844831",-0.351712416741786,0.944215352189907,-0.114584265528751,-0.135223257190479,0,1.85700166022151e-07,2.64838548139634e-05,0,3.71400332044303e-07,6.62096370349086e-05
"cg18026820",1.50490708607071,0.156005930268574,1.45957712222775,1.01856878480803,0,8.53915221554757e-06,5.52718510959949e-07,0,1.34828719192856e-05,2.76359255479974e-06
"cg18986078",0.917105670366068,2.35783811070342,1.16690043860783,0.850115187100038,0,0.000167864913878435,0.000104202612896342,0,0.00022890670074332,0.000208405225792685
"cg20132581",3.15849024934653,2.89439669774411,2.95480331412938,2.90337817718909,0.0212231491008964,4.31761955776988e-06,0.000171371464757208,0.0235812767787738,7.19603259628313e-06,0.000321321496419766
"cg20317437",1.81258372200833,2.03729408660626,2.46210874934747,1.92009352725627,0.00194702089321774,1.18349774425042e-13,0.000353362804419777,0.00233642507186129,3.55049323275125e-13,0.000588938007366295
"cg21207665",-1.99329452141916,0.116392336838954,-1.46815268483334,-1.84874145423912,0,6.63234606047558e-05,0.00891367267124821,0,9.47478008639369e-05,0.0116265295711933
"cg23372723",2.16832532283816,0.83243947299156,0.824539530979327,0.737564534954392,3.08165826190532e-10,1.18349774425042e-13,0,1.15562184821449e-09,3.55049323275125e-13,0
"cg23655651",-1.32296280322373,-1.83754125232048,-2.15298559731331,-1.62082270418773,0.000147469270803557,1.95843341543878e-13,0.000218897650265615,0.000221203906205336,4.51946172793564e-13,0.000386289971056967
"cg24726783",0.480693770241558,3.92634209420488,3.77892664237609,1.60875348264386,0,1.18349774425042e-13,2.55511245417228e-06,0,3.55049323275125e-13,9.58167170314606e-06
"cg27632493",1.32604857170881,1.61530619981186,2.10447078082516,1.59222525761928,0.000311434603058935,1.56985535681997e-13,0.00185924166441587,0.000444906575798479,3.92463839204993e-13,0.0026560595205941
"cg27655512",0.452483040338039,0.310381401428797,0.448891026793805,0.160935132116843,0.036240123259742,6.63234606047558e-05,9.79402491189107e-05,0.0388287034925807,9.47478008639369e-05,0.000208405225792685
