SampleID,DNAmAge,Comment,noMissingPerSample,meanMethBySample,minMethBySample,maxMethBySample,predictedGender,meanXchromosome
00f3408c-5ad1-4afb-9eac-3392aa92e42c.methylation_array.sesame.level3betas.txt,42.952175260231,,0,0.278712189118155,0.00878628085453967,0.989934382956939,male,0.363529074222279
0317b249-9256-47fe-9533-3ca91c07e3fd.methylation_array.sesame.level3betas.txt,56.2510251691141,,0,0.281489232315553,0.00578815917047433,0.992975305611968,male,0.362963753010821
039f8688-b4cd-4931-a8f5-40bcb1fbd8f0.methylation_array.sesame.level3betas.txt,66.6062069891181,,0,0.278343134975088,0.00813069529849947,0.991272932522922,male,0.358944892900108
051e12d9-1003-4411-9d1a-2ffcc2204e57.methylation_array.sesame.level3betas.txt,49.7365182433668,,0,0.304992589640414,0.00882842514112121,0.990146962183728,male,0.378927066656627
06ba7c55-0364-4c49-9d7a-0b05f2f2cc01.methylation_array.sesame.level3betas.txt,70.2903426805126,,0,0.286864136517892,0.00849045956947359,0.991558026353013,male,0.370302550612093
06d97c63-8c84-4ae6-aaf8-523c60380bd2.methylation_array.sesame.level3betas.txt,84.056124642966,,0,0.262018245524606,0.00762447600198384,0.992331437456794,female,0.530907412386794
086ed951-b3cb-4feb-ae26-2e65c66f62cd.methylation_array.sesame.level3betas.txt,49.8867136625387,,0,0.282254162658156,0.0077966653052348,0.990161948819484,female,0.506468214611159
088aed59-bc7b-4ab6-9bed-2e3d83a84051.methylation_array.sesame.level3betas.txt,50.8970688786694,,0,0.277838523027893,0.00739934626051854,0.990823378114072,male,0.364214219213197
08c110cd-a60a-4577-91ce-e51fa0638217.methylation_array.sesame.level3betas.txt,63.6271710060031,,0,0.345192808192153,0.00794188673309446,0.989576992506015,female,0.483293285206257
0b221cf8-b2a5-426a-adf3-47672e4121f0.methylation_array.sesame.level3betas.txt,41.1511163654386,,0,0.282567455497222,0.00788908358307393,0.991519124078142,male,0.367510465176202
0b5c2c12-71fb-44f2-b0b4-9f115ced1b73.methylation_array.sesame.level3betas.txt,36.1217796396776,,0,0.286357542603644,0.00764723414103836,0.989463457032981,male,0.366905780292097
0bf89361-3f5e-458c-9cb4-22f2f7f3f1a0.methylation_array.sesame.level3betas.txt,13.3767531758367,,0,0.26427238372775,0.00764412734063831,0.99058114084702,male,0.345938101791413
